path,author_id,work_id,seq,text_filename
cards/001166/files/43724_txt_18695.zip,001166,43724,18695,umarekawatta_akasakarikyu.txt
cards/001166/files/43725_txt_18696.zip,001166,43725,18696,kokuritsu_kokkai_toshokan.txt
cards/001166/files/43726_txt_18697.zip,001166,43726,18697,chishikito_seijitono_yuri.txt
cards/001166/files/43727_txt_18698.zip,001166,43727,18698,chihobunka_undohokoku.txt
cards/001166/files/43728_txt_18699.zip,001166,43728,18699,toshokanho_gakuyabanashi.txt
cards/001166/files/43729_txt_18700.zip,001166,43729,18700,toshokanhono_seiritsu.txt
cards/001166/files/43730_txt_18701.zip,001166,43730,18701,noni_yamani_kakaru_niji.txt
cards/001166/files/43731_txt_18703.zip,001166,43731,18703,minzokuno_kekkan.txt
cards/000129/files/43732_ruby_17108.zip,000129,43732,17108,kanzanjittoku_engi_shinji.txt
cards/000081/files/43733_ruby_17836.zip,000081,43733,17836,chumonno_oi_kokokubun.txt
cards/000081/files/43734_ruby_17840.zip,000081,43734,17840,chumonno_oi_shinkan.txt
cards/000081/files/43735_ruby_17837.zip,000081,43735,17837,chumonno_oi_ryoriten_jo.txt
cards/000081/files/43736_ruby_17601.zip,000081,43736,17601,chumonno_oi_ryoriten_jo.txt
cards/000081/files/43737_ruby_19028.zip,000081,43737,19028,gingatetsudono_yoru.txt
cards/001055/files/43739_ruby_28306.zip,001055,43739,28306,yumewa_yobikawasu.txt
cards/001167/files/43740_txt_29588.zip,001167,43740,29588,shinkyo_shokan.txt
cards/000577/files/43743_ruby_17251.zip,000577,43743,17251,araisono_kyomi.txt
cards/000255/files/43744_ruby_18522.zip,000255,43744,18522,kyudo_chusoden.txt
cards/000255/files/43745_ruby_18521.zip,000255,43745,18521,gesakusha.txt
cards/000255/files/43746_ruby_18685.zip,000255,43746,18685,shosetsuno_kakioki.txt
cards/000255/files/43747_ruby_18686.zip,000255,43747,18686,zenki_tenmayake.txt
cards/000255/files/43748_ruby_18687.zip,000255,43748,18687,chinurareta_kaito.txt
cards/000255/files/43749_ruby_18688.zip,000255,43749,18688,ryueihiroku_katsuegura.txt
cards/000067/files/43750_txt_17580.zip,000067,43750,17580,ekishano_tetsuri.txt
cards/000879/files/43751_ruby_27860.zip,000879,43751,27860,shujuno_kotoba.txt
cards/000081/files/43752_ruby_17595.zip,000081,43752,17595,dongurito_yamaneko.txt
cards/000081/files/43753_ruby_17603.zip,000081,43753,17603,oinomorito_zarumori.txt
cards/000081/files/43754_ruby_17594.zip,000081,43754,17594,chumonno_oi_ryoriten.txt
cards/000081/files/43755_ruby_17604.zip,000081,43755,17604,karasuno_hokutoshichisei.txt
cards/000081/files/43756_ruby_17596.zip,000081,43756,17596,tsukiyono_denshinbashira.txt
cards/000081/files/43757_ruby_17734.zip,000081,43757,17734,suisenzukino_yokka.txt
cards/000081/files/43758_ruby_17735.zip,000081,43758,17735,yamaotokono_shigatsu.txt
cards/000081/files/43759_ruby_17732.zip,000081,43759,17732,kashiwabayashino_yoru.txt
cards/000081/files/43760_ruby_17733.zip,000081,43760,17733,shishiodorino_hajimari.txt
cards/000160/files/43761_txt_18253.zip,000160,43761,18253,unno_jyuza_si_no_ben.txt
cards/000160/files/43762_ruby_18665.zip,000160,43762,18665,seisokenhiko.txt
cards/000051/files/43763_ruby_17574.zip,000051,43763,17574,indono_mukashibanashi.txt
cards/000933/files/43764_ruby_17994.zip,000933,43764,17994,kokubungakuno_hassei_dai1.txt
cards/000255/files/43765_ruby_19456.zip,000255,43765,19456,akagoshi_kuroemonno_musume.txt
cards/000255/files/43766_ruby_19457.zip,000255,43766,19457,ahen'o_nomu_bishonen.txt
cards/000255/files/43767_ruby_19458.zip,000255,43767,19458,omugura_kaekubi_densetsu.txt
cards/000255/files/43768_ruby_18579.zip,000255,43768,18579,katakiuchi_kyodaigasa.txt
cards/000255/files/43769_ruby_18563.zip,000255,43769,18563,gin_sanjumai.txt
cards/000255/files/43770_ruby_19459.zip,000255,43770,19459,gosuke_hoshi.txt
cards/000255/files/43771_ruby_19460.zip,000255,43771,19460,zen'aku_ryomen_nezumikozo.txt
cards/000255/files/43772_ruby_19461.zip,000255,43772,19461,futari_machiyakko.txt
cards/000255/files/43773_ruby_19462.zip,000255,43773,19462,minzanno_inshi.txt
cards/000255/files/43774_ruby_19463.zip,000255,43774,19463,muraichoan_naire_karakasa.txt
cards/000195/files/43775_ruby_25014.zip,000195,43775,25014,oreno_ki.txt
cards/000195/files/43776_txt_24962.zip,000195,43776,24962,hokuro_raian.txt
cards/000195/files/43777_ruby_24961.zip,000195,43777,24961,nyuan_zakki.txt
cards/000535/files/43778_txt_18653.zip,000535,43778,18653,kagakuteki_shinbunkisha.txt
cards/000535/files/43779_txt_17348.zip,000535,43779,17348,senjitsumereba.txt
cards/000096/files/43780_ruby_24016.zip,000096,43780,24016,kemurio_hakanu_entotsu.txt
cards/001168/files/43782_ruby_25589.zip,001168,43782,25589,yamano_aki.txt
cards/001168/files/43783_ruby_25590.zip,001168,43783,25590,yamano_haru.txt
cards/001168/files/43784_ruby_25591.zip,001168,43784,25591,yamano_yuki.txt
cards/001097/files/43785_ruby_58793.zip,001097,43785,58793,gendaiyaku_rongo.txt
cards/000051/files/43787_ruby_28451.zip,000051,43787,28451,kangadan.txt
cards/000051/files/43788_ruby_28452.zip,000051,43788,28452,kotto.txt
cards/001097/files/43789_ruby_21003.zip,001097,43789,21003,jiromonogatari_2.txt
cards/001097/files/43790_ruby_20882.zip,001097,43790,20882,jiromonogatari_3.txt
cards/001097/files/43791_ruby_21659.zip,001097,43791,21659,jiromonogatari_4.txt
cards/001097/files/43792_ruby_21947.zip,001097,43792,21947,jiromonogatari_5.txt
cards/001059/files/43793_ruby_20692.zip,001059,43793,20692,misujimachi_kaiwai.txt
cards/001055/files/43794_txt_17945.zip,001055,43794,17945,ariakeshu_zengo.txt
cards/001055/files/43795_txt_17946.zip,001055,43795,17946,sabotento_hanabino_kansho.txt
cards/000250/files/43796_ruby_31855.zip,000250,43796,31855,chinjo_fuun.txt
cards/001127/files/43797_txt_33448.zip,001127,43797,33448,shinajinshinno_shinkeiko.txt
cards/001127/files/43798_txt_35146.zip,001127,43798,35146,harakyojuo_matsuru_bun.txt
cards/001151/files/43799_ruby_24134.zip,001151,43799,24134,kyoso.txt
cards/000236/files/43800_ruby_27445.zip,000236,43800,27445,ishibeiyurei.txt
cards/000081/files/43801_ruby_17992.zip,000081,43801,17992,wakai_kodama.txt
cards/000933/files/43802_ruby_18385.zip,000933,43802,18385,shishano_sho_shoko.txt
cards/001154/files/43804_ruby_66258.zip,001154,43804,66258,somenshin.txt
cards/001154/files/43805_ruby_64015.zip,001154,43805,64015,ochiba_nikki.txt
cards/001154/files/43807_ruby_48278.zip,001154,43807,48278,izumi.txt
cards/001170/files/43810_ruby_25598.zip,001170,43810,25598,bareishokara_tomatomade.txt
cards/001170/files/43811_ruby_25597.zip,001170,43811,25597,nominjichino_riron_jissai.txt
cards/001170/files/43812_ruby_25600.zip,001170,43812,25600,hyakushonikki.txt
cards/000119/files/43813_ruby_17579.zip,000119,43813,17579,kaba.txt
cards/001166/files/43814_ruby_34574.zip,001166,43814,34574,danno_kaitai.txt
